longitude,latitude,population,ocean_proximity,cluster
-122.26,38.16,1586.0,NEAR BAY,1
-122.39,38.37,403.0,<1H OCEAN,4
-122.37,38.33,764.0,NEAR BAY,1
-122.35,38.3,1504.0,NEAR BAY,1
-122.33,38.21,949.0,NEAR BAY,1
-122.4,38.34,520.0,<1H OCEAN,4
-122.33,38.38,504.0,INLAND,2
-122.4,38.41,1725.0,INLAND,2
-122.32,38.35,1673.0,INLAND,2
-122.36,38.41,968.0,INLAND,2
-122.36,38.4,898.0,INLAND,2
-122.18,38.35,175.0,INLAND,2
-122.21,38.41,1624.0,INLAND,2
-122.29,38.4,844.0,INLAND,2
-122.33,38.39,272.0,INLAND,2
-122.28,38.34,416.0,NEAR BAY,1
-122.26,38.36,349.0,INLAND,2
-122.26,38.33,780.0,NEAR BAY,1
-122.23,38.33,1538.0,NEAR BAY,1
-122.24,38.31,823.0,NEAR BAY,1
-122.52,38.53,548.0,INLAND,2
-122.48,38.48,765.0,INLAND,2
-122.4,38.46,1099.0,INLAND,2
-122.47,38.51,980.0,INLAND,2
-122.47,38.51,413.0,INLAND,2
-122.48,38.51,741.0,INLAND,2
-122.48,38.5,1287.0,INLAND,2
-122.47,38.5,959.0,INLAND,2
-122.45,38.51,610.0,INLAND,2
-122.4,38.53,564.0,INLAND,2
-122.44,38.57,2171.0,INLAND,2
-122.45,38.58,1324.0,INLAND,2
-122.47,38.6,589.0,INLAND,2
-122.48,38.54,973.0,INLAND,2
-122.46,38.53,785.0,INLAND,2
-122.27,38.68,343.0,INLAND,2
-122.26,38.57,139.0,INLAND,2
-122.27,38.53,336.0,INLAND,2
-122.18,38.49,655.0,INLAND,2
-122.52,38.67,708.0,INLAND,2
-122.59,38.56,721.0,<1H OCEAN,4
-122.57,38.58,926.0,INLAND,2
-122.58,38.59,539.0,INLAND,2
-122.58,38.58,1549.0,INLAND,2
-122.59,38.58,1454.0,<1H OCEAN,4
-121.07,39.15,3002.0,INLAND,2
-121.07,39.09,892.0,INLAND,2
-121.1,39.08,602.0,INLAND,2
-121.11,39.09,508.0,INLAND,2
-121.12,39.03,388.0,INLAND,2
-121.05,39.13,1168.0,INLAND,2
-121.03,39.14,1275.0,INLAND,2
-121.07,39.13,1977.0,INLAND,2
-121.05,39.11,1143.0,INLAND,2
-121.04,39.08,1307.0,INLAND,2
-121.0,39.09,246.0,INLAND,2
-121.08,39.02,752.0,INLAND,2
-121.07,39.05,827.0,INLAND,2
-121.07,39.04,884.0,INLAND,2
-121.03,39.05,806.0,INLAND,2
-121.06,39.04,633.0,INLAND,2
-121.06,39.04,585.0,INLAND,2
-121.06,39.03,775.0,INLAND,2
-121.22,39.11,660.0,INLAND,2
-121.19,39.05,520.0,INLAND,2
-121.14,39.1,629.0,INLAND,2
-121.12,39.2,681.0,INLAND,2
-121.1,39.15,354.0,INLAND,2
-121.08,39.18,963.0,INLAND,2
-121.18,39.26,352.0,INLAND,2
-121.18,39.25,1208.0,INLAND,2
-121.2,39.25,376.0,INLAND,2
-121.18,39.23,782.0,INLAND,2
-121.21,39.24,1355.0,INLAND,2
-121.2,39.23,955.0,INLAND,2
-121.18,39.19,729.0,INLAND,2
-121.16,39.18,462.0,INLAND,2
-121.25,39.17,411.0,INLAND,2
-121.2,39.2,554.0,INLAND,2
-121.15,39.23,1816.0,INLAND,2
-121.24,39.22,399.0,INLAND,2
-121.23,39.27,573.0,INLAND,2
-121.07,39.23,929.0,INLAND,2
-121.04,39.24,471.0,INLAND,2
-121.05,39.23,1053.0,INLAND,2
-121.06,39.23,982.0,INLAND,2
-121.06,39.22,837.0,INLAND,2
-121.09,39.23,1181.0,INLAND,2
-121.07,39.22,928.0,INLAND,2
-121.08,39.22,1033.0,INLAND,2
-121.08,39.21,1319.0,INLAND,2
-121.09,39.22,1045.0,INLAND,2
-121.07,39.2,133.0,INLAND,2
-121.02,39.23,642.0,INLAND,2
-121.04,39.22,853.0,INLAND,2
-121.03,39.21,1310.0,INLAND,2
-121.05,39.2,716.0,INLAND,2
-121.06,39.21,637.0,INLAND,2
-121.05,39.21,611.0,INLAND,2
-120.94,39.22,661.0,INLAND,2
-120.83,39.27,1373.0,INLAND,2
-121.0,39.23,1267.0,INLAND,2
-120.99,39.22,737.0,INLAND,2
-120.99,39.2,1296.0,INLAND,2
-120.93,39.17,1110.0,INLAND,2
-120.99,39.13,285.0,INLAND,2
-120.99,39.18,1016.0,INLAND,2
-121.0,39.16,537.0,INLAND,2
-121.04,39.19,518.0,INLAND,2
-121.02,39.17,1149.0,INLAND,2
-121.02,39.27,1424.0,INLAND,2
-121.03,39.26,1422.0,INLAND,2
-121.0,39.26,302.0,INLAND,2
-121.02,39.25,604.0,INLAND,2
-121.06,39.29,894.0,INLAND,2
-120.94,39.32,1569.0,INLAND,2
-121.06,39.25,1390.0,INLAND,2
-120.89,39.3,974.0,INLAND,2
-120.99,39.26,1090.0,INLAND,2
-120.91,39.39,226.0,INLAND,2
-121.03,39.37,1172.0,INLAND,2
-121.13,39.31,1693.0,INLAND,2
-120.74,39.39,152.0,INLAND,2
-120.09,39.4,171.0,INLAND,2
-120.17,39.33,486.0,INLAND,2
-120.2,39.33,905.0,INLAND,2
-120.19,39.32,646.0,INLAND,2
-120.17,39.32,1000.0,INLAND,2
-120.17,39.33,195.0,INLAND,2
-120.1,39.37,1016.0,INLAND,2
-120.1,39.33,1193.0,INLAND,2
-120.15,39.36,694.0,INLAND,2
-120.26,39.32,780.0,INLAND,2
-120.35,39.34,337.0,INLAND,2
-120.27,39.35,397.0,INLAND,2
-120.25,39.34,294.0,INLAND,2
-120.24,39.35,291.0,INLAND,2
-120.23,39.36,245.0,INLAND,2
-120.22,39.35,203.0,INLAND,2
-120.21,39.35,85.0,INLAND,2
-120.19,39.35,482.0,INLAND,2
-117.95,33.94,1287.0,<1H OCEAN,0
-117.96,33.94,1159.0,<1H OCEAN,0
-117.97,33.94,947.0,<1H OCEAN,0
-117.97,33.94,690.0,<1H OCEAN,0
-117.97,33.94,1056.0,<1H OCEAN,0
-117.97,33.93,918.0,<1H OCEAN,0
-117.97,33.93,981.0,<1H OCEAN,0
-117.96,33.93,841.0,<1H OCEAN,0
-117.96,33.93,1275.0,<1H OCEAN,0
-117.96,33.94,1407.0,<1H OCEAN,0
-117.94,33.93,1346.0,<1H OCEAN,0
-117.94,33.93,698.0,<1H OCEAN,0
-117.94,33.93,1037.0,<1H OCEAN,0
-117.95,33.93,2400.0,<1H OCEAN,0
-117.95,33.93,1904.0,<1H OCEAN,0
-117.96,33.93,839.0,<1H OCEAN,0
-117.97,33.92,1296.0,<1H OCEAN,0
-117.97,33.93,989.0,<1H OCEAN,0
-117.97,33.92,900.0,<1H OCEAN,0
-117.96,33.92,1654.0,<1H OCEAN,0
-117.95,33.92,1590.0,<1H OCEAN,0
-117.94,33.92,1062.0,<1H OCEAN,0
-117.95,33.92,1201.0,<1H OCEAN,0
-117.95,33.92,1594.0,<1H OCEAN,0
-117.94,33.92,1038.0,<1H OCEAN,0
-117.95,33.92,2038.0,<1H OCEAN,0
-117.94,33.94,1452.0,<1H OCEAN,0
-117.94,33.94,845.0,<1H OCEAN,0
-117.95,33.94,1135.0,<1H OCEAN,0
-117.94,33.94,1236.0,<1H OCEAN,0
-117.93,33.94,1135.0,<1H OCEAN,0
-117.93,33.94,1820.0,<1H OCEAN,0
-117.93,33.93,1702.0,<1H OCEAN,0
-117.92,33.94,2045.0,<1H OCEAN,0
-117.92,33.94,1255.0,<1H OCEAN,0
-117.93,33.92,1393.0,<1H OCEAN,0
-117.93,33.93,931.0,<1H OCEAN,0
-117.93,33.93,1062.0,<1H OCEAN,0
-117.92,33.93,1532.0,<1H OCEAN,0
-117.91,33.93,1207.0,<1H OCEAN,0
-117.91,33.94,2314.0,<1H OCEAN,0
-117.89,33.94,1822.0,<1H OCEAN,0
-117.88,33.93,2771.0,<1H OCEAN,0
-117.9,33.93,1897.0,<1H OCEAN,0
-117.89,33.92,1381.0,<1H OCEAN,0
-117.9,33.92,391.0,<1H OCEAN,0
-117.91,33.92,398.0,<1H OCEAN,0
-117.91,33.91,1555.0,<1H OCEAN,0
-117.91,33.91,894.0,<1H OCEAN,0
-117.91,33.91,666.0,<1H OCEAN,0
-117.91,33.91,1015.0,<1H OCEAN,0
-117.89,33.92,1025.0,<1H OCEAN,0
-117.89,33.91,527.0,<1H OCEAN,0
-117.9,33.91,687.0,<1H OCEAN,0
-117.89,33.92,1281.0,<1H OCEAN,0
-117.89,33.92,609.0,<1H OCEAN,0
-117.89,33.9,652.0,<1H OCEAN,0
-117.89,33.9,693.0,<1H OCEAN,0
-117.9,33.9,1002.0,<1H OCEAN,0
-117.9,33.91,1227.0,<1H OCEAN,0
-117.9,33.91,2049.0,<1H OCEAN,0
-117.92,33.92,1272.0,<1H OCEAN,0
-117.92,33.91,1204.0,<1H OCEAN,0
-117.92,33.91,891.0,<1H OCEAN,0
-117.91,33.9,383.0,<1H OCEAN,0
-117.92,33.89,1116.0,<1H OCEAN,0
-117.92,33.9,1010.0,<1H OCEAN,0
-117.93,33.91,676.0,<1H OCEAN,0
-117.9,33.9,1430.0,<1H OCEAN,0
-117.9,33.88,947.0,<1H OCEAN,0
-117.89,33.89,678.0,<1H OCEAN,0
-117.92,33.89,622.0,<1H OCEAN,0
-117.97,33.91,3853.0,<1H OCEAN,0
-117.96,33.9,1070.0,<1H OCEAN,0
-117.95,33.9,1679.0,<1H OCEAN,0
-117.96,33.9,1213.0,<1H OCEAN,4
-117.98,33.9,506.0,<1H OCEAN,0
-117.96,33.88,1588.0,<1H OCEAN,0
-117.95,33.89,755.0,<1H OCEAN,0
-117.96,33.89,625.0,<1H OCEAN,0
-117.94,33.91,3946.0,<1H OCEAN,0
-117.93,33.9,956.0,<1H OCEAN,0
-117.94,33.89,1076.0,<1H OCEAN,0
-117.94,33.88,833.0,<1H OCEAN,0
-117.94,33.9,711.0,<1H OCEAN,0
-117.98,33.87,1435.0,<1H OCEAN,0
-117.98,33.87,937.0,<1H OCEAN,0
-117.98,33.86,726.0,<1H OCEAN,0
-117.98,33.86,781.0,<1H OCEAN,0
-117.97,33.87,1255.0,<1H OCEAN,0
-117.97,33.86,1682.0,<1H OCEAN,0
-117.97,33.86,1265.0,<1H OCEAN,0
-117.97,33.86,1022.0,<1H OCEAN,0
-117.96,33.86,1230.0,<1H OCEAN,0
-117.96,33.86,1249.0,<1H OCEAN,0
-117.96,33.87,1152.0,<1H OCEAN,0
-117.95,33.86,1343.0,<1H OCEAN,0
-117.95,33.86,1333.0,<1H OCEAN,0
-117.96,33.86,1283.0,<1H OCEAN,0
-117.94,33.88,770.0,<1H OCEAN,0
-117.95,33.87,938.0,<1H OCEAN,0
-117.95,33.87,1115.0,<1H OCEAN,0
-117.95,33.87,746.0,<1H OCEAN,0
-117.96,33.87,416.0,<1H OCEAN,0
-117.96,33.87,1155.0,<1H OCEAN,0
-117.95,33.88,817.0,<1H OCEAN,0
-117.94,33.86,1394.0,<1H OCEAN,0
-117.94,33.86,706.0,<1H OCEAN,0
-117.95,33.86,1066.0,<1H OCEAN,0
-117.93,33.86,1173.0,<1H OCEAN,0
-117.93,33.86,893.0,<1H OCEAN,0
-117.94,33.86,875.0,<1H OCEAN,0
-117.94,33.86,1247.0,<1H OCEAN,0
-117.93,33.88,1001.0,<1H OCEAN,0
-117.93,33.87,730.0,<1H OCEAN,0
-117.94,33.87,1275.0,<1H OCEAN,0
-117.94,33.88,679.0,<1H OCEAN,0
-117.92,33.87,301.0,<1H OCEAN,0
-117.92,33.87,966.0,<1H OCEAN,0
-117.93,33.87,429.0,<1H OCEAN,0
-117.93,33.88,585.0,<1H OCEAN,0
-117.93,33.88,967.0,<1H OCEAN,0
-117.92,33.88,609.0,<1H OCEAN,0
-117.91,33.88,784.0,<1H OCEAN,0
-117.92,33.88,719.0,<1H OCEAN,0
-117.92,33.88,575.0,<1H OCEAN,0
-117.91,33.89,523.0,<1H OCEAN,0
-117.9,33.88,991.0,<1H OCEAN,0
-117.9,33.88,661.0,<1H OCEAN,0
-117.9,33.87,1360.0,<1H OCEAN,0
-117.9,33.87,1040.0,<1H OCEAN,0
-117.91,33.87,762.0,<1H OCEAN,0
-117.91,33.87,1191.0,<1H OCEAN,0
-117.88,33.89,866.0,<1H OCEAN,0
-117.88,33.89,353.0,<1H OCEAN,0
-117.88,33.88,615.0,<1H OCEAN,0
-117.89,33.88,1549.0,<1H OCEAN,0
-117.89,33.88,771.0,<1H OCEAN,0
-117.89,33.88,1037.0,<1H OCEAN,0
-117.89,33.87,755.0,<1H OCEAN,0
-117.89,33.87,693.0,<1H OCEAN,0
-117.88,33.87,1302.0,<1H OCEAN,0
-117.89,33.87,835.0,<1H OCEAN,0
-117.93,33.87,1237.0,<1H OCEAN,0
-117.93,33.86,778.0,<1H OCEAN,0
-117.93,33.86,1216.0,<1H OCEAN,4
-117.93,33.86,516.0,<1H OCEAN,0
-117.93,33.87,1822.0,<1H OCEAN,0
-117.89,33.86,1220.0,<1H OCEAN,0
-117.91,33.86,1415.0,<1H OCEAN,0
-117.92,33.86,247.0,<1H OCEAN,0
-117.92,33.87,1888.0,<1H OCEAN,0
-117.87,33.91,1017.0,<1H OCEAN,0
-117.88,33.9,1413.0,<1H OCEAN,0
-117.88,33.9,759.0,<1H OCEAN,0
-117.88,33.89,2300.0,<1H OCEAN,0
-117.88,33.89,1701.0,<1H OCEAN,0
-117.87,33.89,486.0,<1H OCEAN,0
-117.86,33.91,1227.0,<1H OCEAN,0
-117.86,33.9,630.0,<1H OCEAN,0
-117.86,33.9,1291.0,<1H OCEAN,0
-117.87,33.9,1416.0,<1H OCEAN,0
-117.86,33.89,1915.0,<1H OCEAN,0
-117.86,33.89,820.0,<1H OCEAN,0
-117.87,33.89,786.0,<1H OCEAN,0
-117.86,33.88,871.0,<1H OCEAN,0
-117.87,33.89,769.0,<1H OCEAN,0
-117.87,33.89,1382.0,<1H OCEAN,0
-117.87,33.88,1342.0,<1H OCEAN,0
-117.87,33.88,1519.0,<1H OCEAN,0
-117.87,33.88,2026.0,<1H OCEAN,0
-117.87,33.88,1682.0,<1H OCEAN,0
-117.86,33.87,685.0,<1H OCEAN,0
-117.87,33.85,34.0,<1H OCEAN,0
-117.85,33.86,209.0,<1H OCEAN,0
-117.85,33.89,1486.0,<1H OCEAN,0
-117.85,33.88,2138.0,<1H OCEAN,0
-117.86,33.88,1886.0,<1H OCEAN,0
-117.85,33.87,2569.0,<1H OCEAN,0
-117.85,33.9,1997.0,<1H OCEAN,0
-117.85,33.9,811.0,<1H OCEAN,0
-117.84,33.89,1912.0,<1H OCEAN,0
-117.85,33.89,1616.0,<1H OCEAN,0
-117.88,33.87,1203.0,<1H OCEAN,0
-117.87,33.86,1149.0,<1H OCEAN,0
-117.87,33.87,1367.0,<1H OCEAN,0
-117.87,33.87,1766.0,<1H OCEAN,0
-117.87,33.87,1534.0,<1H OCEAN,0
-117.86,33.87,891.0,<1H OCEAN,0
-117.88,33.85,2726.0,<1H OCEAN,0
-117.87,33.86,2197.0,<1H OCEAN,0
-117.88,33.85,971.0,<1H OCEAN,0
-117.81,33.89,1546.0,<1H OCEAN,0
-117.82,33.88,1027.0,<1H OCEAN,0
-117.82,33.89,1050.0,<1H OCEAN,0
-117.81,33.88,1430.0,<1H OCEAN,0
-117.82,33.89,1431.0,<1H OCEAN,0
-117.78,33.86,1769.0,<1H OCEAN,0
-117.76,33.87,1971.0,<1H OCEAN,0
-117.83,33.9,1196.0,<1H OCEAN,0
-117.84,33.9,707.0,<1H OCEAN,0
-117.83,33.89,840.0,<1H OCEAN,0
-117.83,33.88,1209.0,<1H OCEAN,0
-117.84,33.89,1787.0,<1H OCEAN,0
-117.83,33.88,1048.0,<1H OCEAN,0
-117.82,33.88,2531.0,<1H OCEAN,0
-117.83,33.87,3521.0,<1H OCEAN,0
-117.81,33.88,904.0,<1H OCEAN,0
-117.81,33.87,2457.0,<1H OCEAN,0
-117.8,33.87,3107.0,<1H OCEAN,0
-117.81,33.86,95.0,<1H OCEAN,0
-117.87,33.92,1905.0,<1H OCEAN,0
-117.88,33.92,1565.0,<1H OCEAN,0
-117.85,33.92,1460.0,<1H OCEAN,0
-117.87,33.92,2054.0,<1H OCEAN,0
-117.83,33.93,671.0,<1H OCEAN,0
-117.8,33.92,2306.0,<1H OCEAN,0
-117.8,33.89,1278.0,<1H OCEAN,0
-117.79,33.88,3822.0,<1H OCEAN,0
-117.78,33.87,2624.0,<1H OCEAN,0
-117.78,33.88,871.0,<1H OCEAN,0
-117.78,33.9,2923.0,<1H OCEAN,0
-117.82,33.9,524.0,<1H OCEAN,0
-117.8,33.9,1485.0,<1H OCEAN,0
-117.74,33.89,16122.0,<1H OCEAN,0
-117.76,33.88,2090.0,<1H OCEAN,0
-117.77,33.88,2070.0,<1H OCEAN,0
-117.78,33.89,4160.0,<1H OCEAN,0
-117.8,33.85,1568.0,<1H OCEAN,0
-117.82,33.85,1350.0,<1H OCEAN,0
-117.82,33.85,1189.0,<1H OCEAN,0
-117.8,33.85,1558.0,<1H OCEAN,0
-117.82,33.84,676.0,<1H OCEAN,0
-117.81,33.84,1605.0,<1H OCEAN,0
-117.79,33.84,4005.0,<1H OCEAN,0
-117.78,33.85,1665.0,<1H OCEAN,0
-117.78,33.86,2146.0,<1H OCEAN,0
-117.76,33.87,1663.0,<1H OCEAN,0
-117.78,33.81,826.0,<1H OCEAN,0
-117.77,33.8,1373.0,<1H OCEAN,0
-117.8,33.79,1081.0,<1H OCEAN,0
-117.79,33.8,4409.0,<1H OCEAN,0
-117.77,33.85,2061.0,<1H OCEAN,0
-117.76,33.84,1448.0,<1H OCEAN,0
-117.75,33.84,1496.0,<1H OCEAN,0
-117.76,33.83,1262.0,<1H OCEAN,0
-117.77,33.84,1913.0,<1H OCEAN,0
-117.76,33.86,1400.0,<1H OCEAN,0
-117.75,33.83,954.0,<1H OCEAN,0
-117.74,33.85,1753.0,<1H OCEAN,0
-117.78,33.82,2443.0,<1H OCEAN,0
-117.76,33.81,199.0,<1H OCEAN,0
-117.81,33.8,1666.0,<1H OCEAN,0
-117.81,33.79,4528.0,<1H OCEAN,0
-117.8,33.81,572.0,<1H OCEAN,0
-117.8,33.78,1506.0,<1H OCEAN,0
-117.8,33.78,2442.0,<1H OCEAN,0
-117.69,33.8,1467.0,<1H OCEAN,0
-117.66,33.61,789.0,<1H OCEAN,0
-117.66,33.62,1962.0,<1H OCEAN,0
-117.67,33.61,1972.0,<1H OCEAN,0
-117.66,33.61,1713.0,<1H OCEAN,0
-117.66,33.61,860.0,<1H OCEAN,0
-117.66,33.6,781.0,<1H OCEAN,0
-117.66,33.6,1648.0,<1H OCEAN,0
-117.67,33.61,1695.0,<1H OCEAN,0
-117.68,33.63,2701.0,<1H OCEAN,0
-117.68,33.63,2897.0,<1H OCEAN,0
-117.67,33.63,3086.0,<1H OCEAN,0
-117.62,33.77,930.0,<1H OCEAN,0
-117.6,33.72,531.0,<1H OCEAN,0
-117.67,33.6,1517.0,<1H OCEAN,0
-117.66,33.59,1918.0,<1H OCEAN,0
-117.67,33.6,565.0,<1H OCEAN,0
-117.66,33.58,1172.0,<1H OCEAN,0
-117.67,33.57,692.0,<1H OCEAN,0
-117.66,33.57,1642.0,<1H OCEAN,0
-117.7,33.62,4732.0,<1H OCEAN,0
-117.69,33.62,2025.0,<1H OCEAN,0
-117.68,33.61,1295.0,<1H OCEAN,0
-117.69,33.61,1649.0,<1H OCEAN,0
-117.68,33.6,1646.0,<1H OCEAN,0
-117.65,33.65,835.0,<1H OCEAN,0
-117.66,33.64,1555.0,<1H OCEAN,0
-117.67,33.64,1565.0,<1H OCEAN,0
-117.66,33.65,4597.0,<1H OCEAN,0
-117.65,33.65,1740.0,<1H OCEAN,0
-117.65,33.63,1395.0,<1H OCEAN,0
-117.65,33.65,2197.0,<1H OCEAN,0
-117.66,33.63,1967.0,<1H OCEAN,0
-117.63,33.65,1688.0,<1H OCEAN,0
-117.62,33.64,2985.0,<1H OCEAN,0
-117.64,33.63,1808.0,<1H OCEAN,0
-117.64,33.64,810.0,<1H OCEAN,0
-117.64,33.65,3256.0,<1H OCEAN,0
-117.63,33.62,1293.0,<1H OCEAN,0
-117.63,33.63,985.0,<1H OCEAN,0
-117.65,33.62,1140.0,<1H OCEAN,0
-117.64,33.62,1202.0,<1H OCEAN,0
-117.66,33.62,2717.0,<1H OCEAN,0
-117.65,33.6,2529.0,<1H OCEAN,0
-117.64,33.61,3041.0,<1H OCEAN,0
-117.65,33.6,1004.0,<1H OCEAN,0
-117.64,33.59,1312.0,<1H OCEAN,0
-117.66,33.58,1794.0,<1H OCEAN,0
-117.65,33.57,1185.0,<1H OCEAN,0
-117.65,33.58,703.0,<1H OCEAN,0
-117.66,33.57,1357.0,<1H OCEAN,0
-117.65,33.59,1238.0,<1H OCEAN,0
-117.67,33.54,1003.0,<1H OCEAN,0
-117.67,33.54,1366.0,<1H OCEAN,0
-117.67,33.55,1695.0,<1H OCEAN,0
-117.67,33.56,1345.0,<1H OCEAN,0
-117.64,33.51,943.0,<1H OCEAN,0
-117.64,33.51,650.0,<1H OCEAN,0
-117.55,33.52,133.0,<1H OCEAN,0
-117.59,33.61,991.0,<1H OCEAN,0
-117.58,33.6,1862.0,<1H OCEAN,0
-117.49,33.64,3191.0,<1H OCEAN,0
-117.59,33.67,633.0,<1H OCEAN,0
-117.53,33.69,213.0,<1H OCEAN,0
-117.59,33.66,563.0,<1H OCEAN,0
-117.58,33.66,1693.0,<1H OCEAN,0
-117.58,33.65,833.0,<1H OCEAN,0
-117.59,33.66,673.0,<1H OCEAN,0
-117.59,33.65,2332.0,<1H OCEAN,0
-117.6,33.65,1599.0,<1H OCEAN,0
-117.61,33.67,1600.0,<1H OCEAN,0
-117.64,33.66,2597.0,<1H OCEAN,0
-117.59,33.65,897.0,<1H OCEAN,0
-117.58,33.65,815.0,<1H OCEAN,0
-117.61,33.63,1970.0,<1H OCEAN,0
-117.65,33.53,2175.0,<1H OCEAN,0
-117.62,33.42,998.0,NEAR OCEAN,3
-117.63,33.38,2104.0,NEAR OCEAN,3
-117.61,33.41,946.0,NEAR OCEAN,3
-117.61,33.42,1919.0,NEAR OCEAN,3
-117.6,33.41,922.0,NEAR OCEAN,3
-117.62,33.47,661.0,NEAR OCEAN,3
-117.63,33.45,1571.0,NEAR OCEAN,3
-117.63,33.47,805.0,NEAR OCEAN,3
-117.61,33.45,426.0,NEAR OCEAN,3
-117.63,33.46,2812.0,NEAR OCEAN,3
-117.64,33.45,607.0,NEAR OCEAN,3
-117.65,33.42,603.0,NEAR OCEAN,3
-117.64,33.45,130.0,NEAR OCEAN,3
-117.62,33.43,1221.0,NEAR OCEAN,3
-117.62,33.43,2321.0,NEAR OCEAN,3
-117.62,33.43,850.0,NEAR OCEAN,3
-117.65,33.4,910.0,NEAR OCEAN,3
-117.62,33.43,1950.0,NEAR OCEAN,3
-117.61,33.43,604.0,NEAR OCEAN,3
-117.62,33.42,460.0,NEAR OCEAN,3
-117.62,33.42,597.0,NEAR OCEAN,3
-117.6,33.45,996.0,NEAR OCEAN,3
-117.59,33.44,2363.0,NEAR OCEAN,3
-117.59,33.4,1797.0,NEAR OCEAN,3
-117.59,33.41,878.0,NEAR OCEAN,3
-117.6,33.42,1048.0,NEAR OCEAN,3
-117.61,33.43,851.0,NEAR OCEAN,3
-117.6,33.43,1392.0,NEAR OCEAN,3
-117.61,33.44,713.0,NEAR OCEAN,3
-117.59,33.43,1230.0,NEAR OCEAN,3
-117.67,33.47,1081.0,<1H OCEAN,0
-117.67,33.46,1409.0,<1H OCEAN,0
-117.67,33.44,903.0,<1H OCEAN,0
-117.67,33.46,783.0,<1H OCEAN,0
-117.66,33.46,952.0,<1H OCEAN,0
-117.66,33.46,609.0,<1H OCEAN,0
-117.66,33.48,334.0,<1H OCEAN,0
-117.65,33.49,628.0,<1H OCEAN,0
-117.64,33.49,781.0,<1H OCEAN,0
-117.65,33.48,1469.0,<1H OCEAN,0
-117.65,33.48,572.0,<1H OCEAN,0
-117.63,33.5,1506.0,<1H OCEAN,0
-117.63,33.47,1408.0,NEAR OCEAN,3
-117.65,33.46,2824.0,<1H OCEAN,0
-117.64,33.48,1033.0,<1H OCEAN,0
-117.65,33.45,3033.0,NEAR OCEAN,3
-117.73,33.49,1530.0,<1H OCEAN,0
-117.76,33.48,1332.0,<1H OCEAN,0
-117.74,33.51,612.0,<1H OCEAN,0
-117.73,33.53,2129.0,<1H OCEAN,0
-117.72,33.54,1909.0,<1H OCEAN,0
-117.72,33.53,704.0,<1H OCEAN,0
-117.72,33.51,1176.0,<1H OCEAN,0
-117.72,33.49,1129.0,<1H OCEAN,0
-117.73,33.49,654.0,<1H OCEAN,0
-117.73,33.51,1238.0,<1H OCEAN,0
-117.69,33.6,1584.0,<1H OCEAN,0
-117.68,33.6,969.0,<1H OCEAN,0
-117.69,33.6,1194.0,<1H OCEAN,0
-117.7,33.6,877.0,<1H OCEAN,0
-117.69,33.6,1333.0,<1H OCEAN,0
-117.69,33.6,1464.0,<1H OCEAN,0
-117.69,33.59,1432.0,<1H OCEAN,0
-117.68,33.59,1569.0,<1H OCEAN,0
-117.69,33.58,2877.0,<1H OCEAN,0
-117.68,33.59,899.0,<1H OCEAN,0
-117.69,33.58,1176.0,<1H OCEAN,0
-117.68,33.47,1731.0,<1H OCEAN,0
-117.68,33.48,727.0,<1H OCEAN,0
-117.68,33.49,1072.0,<1H OCEAN,0
-117.68,33.49,2557.0,<1H OCEAN,0
-117.67,33.49,983.0,<1H OCEAN,0
-117.67,33.49,128.0,<1H OCEAN,0
-117.68,33.51,1481.0,<1H OCEAN,0
-117.68,33.49,1649.0,<1H OCEAN,0
-117.69,33.48,1462.0,<1H OCEAN,0
-117.69,33.47,679.0,<1H OCEAN,0
-117.66,33.51,1302.0,<1H OCEAN,0
-117.66,33.5,862.0,<1H OCEAN,0
-117.67,33.51,1893.0,<1H OCEAN,0
-117.67,33.51,1490.0,<1H OCEAN,0
-117.67,33.51,545.0,<1H OCEAN,0
-117.69,33.47,1480.0,<1H OCEAN,0
-117.7,33.47,764.0,<1H OCEAN,0
-117.7,33.47,1423.0,<1H OCEAN,0
-117.69,33.47,1728.0,<1H OCEAN,0
-117.7,33.47,881.0,<1H OCEAN,0
-117.72,33.43,616.0,<1H OCEAN,0
-117.68,33.55,1016.0,<1H OCEAN,0
-117.68,33.54,1363.0,<1H OCEAN,0
-117.68,33.52,1546.0,<1H OCEAN,0
-117.69,33.55,1646.0,<1H OCEAN,0
-117.69,33.54,801.0,<1H OCEAN,0
-117.69,33.53,2396.0,<1H OCEAN,0
-117.69,33.52,1176.0,<1H OCEAN,0
-117.7,33.51,1460.0,<1H OCEAN,0
-117.69,33.52,3214.0,<1H OCEAN,0
-117.7,33.53,2834.0,<1H OCEAN,0
-117.71,33.52,876.0,<1H OCEAN,0
-117.71,33.51,883.0,<1H OCEAN,0
-117.71,33.51,1543.0,<1H OCEAN,0
-117.68,33.57,3550.0,<1H OCEAN,0
-117.69,33.55,705.0,<1H OCEAN,0
-117.69,33.55,710.0,<1H OCEAN,0
-117.7,33.54,1802.0,<1H OCEAN,0
-117.7,33.55,1054.0,<1H OCEAN,0
-117.7,33.56,703.0,<1H OCEAN,0
-117.7,33.56,1033.0,<1H OCEAN,0
-117.7,33.57,1512.0,<1H OCEAN,0
-117.71,33.54,1883.0,<1H OCEAN,0
-117.71,33.54,962.0,<1H OCEAN,0
-117.71,33.58,1066.0,<1H OCEAN,0
-117.7,33.57,469.0,<1H OCEAN,0
-117.71,33.57,1285.0,<1H OCEAN,0
-117.71,33.57,1846.0,<1H OCEAN,0
